speed,stopDuration,deviation,night,unsafe,entropy
8.661761457749352,560.6690070459254,1,0,1,16.496870933552547
30.305256140650478,6.020369662489901,0,0,0,5.085120087171929
43.16445080951327,4.50703586182016,0,0,0,0.9522480047682782
9.488855372533333,779.3792198447356,1,0,1,17.700768177397535
9.093204020787821,355.26798896001014,1,0,1,15.950267412247783
37.08863595004755,23.736713939453928,0,1,0,0.08065975224044886
37.186383160538625,76.48306137808216,0,0,0,5.763522077897221
20.214780096325725,52.93673595722802,0,0,0,2.5603115832105825
8.631034258755935,573.9788760965348,1,0,1,11.97077629823179
33.22267878729345,11.799426395523941,0,0,1,3.179233382627399
38.61636025047634,42.911782592305926,0,1,0,2.7097604907897512
31.013616099847987,3.4250230557559753,0,0,0,3.8782718250505077
32.80328112162488,15.848459246480179,0,0,0,4.7142251430234925
40.01448331524805,61.54559191562439,0,0,1,6.316373305864055
5.107473025775658,450.4466018892674,1,1,1,10.665293725648763
31.572854834732304,85.8936336807345,0,0,0,2.395445461556762
34.8144919548836,10.737913802371404,0,0,0,0.6529907560195536
33.076390352188774,4.695925829564093,0,1,0,4.603094684667225
27.246638940430557,39.08246785476948,0,0,0,5.546281711778498
25.094636748693116,1.248892793830356,0,0,0,2.867404540794456
41.49086732629106,5.748126676174013,0,0,1,1.5542529266493865
27.167467076637628,77.58571191452171,0,0,0,3.3558769675886486
48.63886524417105,8.306311363137095,0,1,1,9.078325432538666
22.63049289121918,38.83396289181354,0,1,0,1.3590867738314474
37.26288269498875,0.2771881683298323,0,0,0,5.694802865153278
53.65774511144757,31.66324446405746,0,1,0,4.947665841823575
42.69977359930793,56.75868232390203,0,0,0,6.536779044807804
26.104855703744768,108.36928218488777,0,1,0,2.3683794300691234
6.454722959071678,306.2664076442294,1,1,1,19.285503012234972
33.758676111183405,102.02526048366168,1,1,0,5.480681635895477
30.53485047932979,5.571558488872643,0,1,0,5.712797588646945
37.30953722945133,138.31709243538953,0,0,1,2.3821262172192776
45.830512431752766,13.364770269448472,0,1,0,6.1076041040698055
35.23931814465837,20.885531326535975,0,0,0,5.743827977624786
31.847307553596544,14.12810366182669,0,0,0,5.517938440986535
17.115034950195035,26.808975904385257,0,0,0,4.714609083873268
5.31354631568148,524.3810729660639,1,0,1,15.649158817978478
9.626484146779251,701.5880723073235,1,0,1,16.351690473124375
22.997035929442237,5.1036222471856245,0,0,0,3.330997528318103
38.77296265460409,28.38091416112305,0,0,0,7.30270197295898
39.43819428146229,19.28353783238677,0,0,0,5.5492681068586736
15.050384284423508,28.701672987394037,0,0,0,1.3996143168131203
5.8577558127346325,764.1381448549746,1,0,1,14.905690134510547
50.86016816145352,18.388679221532737,0,1,0,1.524369002346302
30.135672339476393,11.524715648846055,0,0,0,4.41519652257144
38.57015485965047,29.74197529299661,0,1,0,2.6141808094786914
40.517370104650745,49.32627549730259,1,0,0,2.579744084145032
9.025529066795666,503.1514234687143,1,1,1,17.9174895932929
41.81952971294964,14.789653621805137,0,1,0,3.379466486813088
54.12317639839971,17.85043990868573,0,0,0,6.130454165093836
41.24119817052155,2.869108396209583,0,0,0,5.25669101852856
0.8410680611499743,620.5814788754719,1,1,1,8.873156076370321
40.591092026145276,2.5454625174093617,0,1,0,5.7450831828609585
4.926251042908591,206.81218686045145,1,0,1,13.623927703929516
38.227185603380896,41.117931527894186,0,1,0,2.345538112895354
31.56798763368832,99.08610318755733,0,1,0,4.9153529088576775
37.24092481810417,2.299841278633648,0,1,0,4.02518480156359
30.68057798391628,29.63022519024066,0,1,0,7.7199340129738605
56.89802933217672,9.746202596853903,0,0,0,2.383403429289697
15.87293482935781,50.4272150246399,0,0,1,4.724952917610604
21.797667929793576,80.97055084641354,0,0,0,7.6629175317087075
37.95477524423183,14.384210992742883,1,1,0,1.8053082628666832
19.05572341205633,1.7408089153450865,0,1,1,2.8012499540924543
50.16233322933896,86.88515048623307,0,0,0,4.624916962195895
6.715731955927996,512.184620542276,1,0,1,17.26782070082767
46.792971840638266,24.082623570644625,0,1,0,4.135036962820218
49.89045173884479,7.184444804803304,0,0,0,5.755650336960227
23.16741487334225,70.35184568944325,0,0,0,-0.07846435552020115
44.815473767300816,89.58571246124004,0,1,0,4.661401114127864
1.2887972191064923,276.8275033746635,1,0,1,9.822832322147532
38.66598246096848,6.022390711034449,0,1,0,2.1202404273452897
1.206358711006008,476.46726081963544,1,0,1,10.47600462086951
8.735786241067773,752.523440319088,1,1,1,8.732935518258365
43.5135426460051,41.38071720642925,0,0,0,2.759272554928896
19.84808937801448,18.62673327662753,0,0,0,6.733748534889049
35.28620559567826,22.78588507059207,0,0,0,5.937246312608842
8.90527280739895,556.1554721324292,1,0,1,16.149227829733874
34.92027358683383,2.7279628355236754,0,0,0,6.959888277780052
31.119308102025858,13.533444764238704,0,0,0,2.663196063393464
21.01432426180859,3.2202901387466056,0,0,0,5.125938473381142
26.71416228981265,68.12254348067746,0,0,0,2.909661601336312
32.6105195313359,104.67178992380146,0,1,0,2.1848726759168042
40.283166096303766,24.409512657142265,0,0,0,4.415006970318272
27.36740843457483,21.254548879340955,0,0,0,0.3902357986709619
23.608582714101175,19.683641340855825,0,0,0,4.535485331406522
45.0629280921444,8.816665028802042,0,1,0,2.8462162609537023
17.29756811658108,79.57668144662343,0,1,0,1.9347418619314105
35.865897874729,25.63281432596009,0,0,0,3.688645529215841
31.815214893496606,50.55309847692026,0,0,0,3.361885957867314
47.012139221639444,17.34824643341641,0,0,0,3.183849253956897
19.19748063256473,68.9501954865175,0,0,1,4.032106837287862
20.214137542201584,4.499304618492774,0,0,0,6.287508086413858
30.126049760788522,11.206876541874013,0,1,0,4.807641117358611
39.78979825746392,12.560237806352783,0,0,0,4.667324210573897
47.86974963849594,4.872653697612485,0,1,0,3.11072488350872
39.13434903223701,8.702510977782298,0,0,1,7.753591625116131
26.091566575489225,88.28471210991633,0,0,0,-0.6494393229048026
36.09394794604893,35.78612221577875,1,1,0,5.451533247797384
9.848411989623346,703.3388518675605,1,1,1,9.495952174439202
3.334991716911442,438.901216154566,1,0,1,14.448747235255075
32.701204285536136,12.783194578754857,0,0,0,5.256280026961338
32.54256935914056,20.69664128408453,0,1,0,3.454552860504659
24.828078294546096,97.3799481681728,0,0,0,5.033338617296246
60.733598032498605,2.082961524847625,0,0,1,4.118436868028977
60.699268396903335,2.039008205374694,0,0,0,1.785791090799957
47.46085192497629,5.061090202828664,0,1,1,-0.14678046481629892
43.33223877620742,15.76468702821739,0,0,0,1.346921967780482
42.21672064043235,0.5972214387641821,0,1,0,1.7418964575655416
31.493184721212128,8.358585492343419,0,1,0,3.541567896892816
24.189366724001026,10.408007658375505,0,0,0,5.231871213888527
18.302208279315998,66.95589062465483,0,0,0,7.529373868525438
19.433708264760963,29.35686736641263,0,0,0,5.21201990269128
44.718226901727355,48.26143361789701,0,0,0,3.9380834987268534
21.51814577894287,4.502232564921466,0,1,0,5.48652818804543
1.3688563006880727,740.0111851088631,1,1,1,18.486680930750182
51.20533445165877,32.812026882225375,0,1,0,7.140989270522278
28.751814223043212,5.45585115147817,0,0,0,4.052182100421668
19.759847582729698,13.186454331685605,0,0,0,2.403121905165893
39.93317900880889,39.56715813765128,0,0,0,4.369672247389747
7.281887562036033,497.2947897237191,1,1,1,16.260828757132835
19.420476823233322,51.29471095713588,0,0,0,3.199237279633364
27.728628241751316,74.78099530612924,0,1,0,3.5049627288969907
45.645686780267,39.52823337391421,0,0,0,4.2392113377741385
34.29834288541353,7.50039387318367,1,1,0,0.6780781329680172
43.184847346385396,1.0360657063263543,0,0,1,4.267695308492
